"No.","Time","Source","Destination","Protocol","Length","Info"
"1495","18.325086","157.240.26.49","192.168.2.103","TCP","1394","[TCP Spurious Retransmission] 443  >  1225 [ACK] Seq=113829 Ack=3976 Win=77056 Len=1240 [TCP PDU reassembled in 1480]"
"1496","18.325099","157.240.26.49","192.168.2.103","TCP","1394","[TCP Spurious Retransmission] 443  >  1225 [ACK] Seq=115069 Ack=3976 Win=77056 Len=1240 [TCP PDU reassembled in 1480]"
"1528","18.336864","157.240.26.49","192.168.2.103","TCP","1394","[TCP Retransmission] 443  >  1225 [ACK] Seq=130408 Ack=3976 Win=77056 Len=1240 [TCP PDU reassembled in 1552]"
"1529","18.336874","157.240.26.49","192.168.2.103","TCP","1394","[TCP Retransmission] 443  >  1225 [PSH, ACK] Seq=131648 Ack=3976 Win=77056 Len=1240 [TCP PDU reassembled in 1552]"
"1550","18.342379","157.240.26.49","192.168.2.103","TCP","1394","[TCP Retransmission] 443  >  1225 [PSH, ACK] Seq=151488 Ack=3976 Win=77056 Len=1240 [TCP PDU reassembled in 1561]"
"1697","19.963201","192.168.2.103","34.107.172.168","TCP","289","[TCP Retransmission] 1228  >  443 [PSH, ACK] Seq=2090 Ack=220 Win=66048 Len=135"
"1723","19.987530","192.168.2.103","34.107.172.168","TCP","1386","[TCP Retransmission] 1228  >  443 [ACK] Seq=678 Ack=220 Win=66048 Len=1240"
"1735","20.006226","192.168.2.103","34.107.172.168","TCP","1394","[TCP Retransmission] 1228  >  443 [ACK] Seq=678 Ack=220 Win=66048 Len=1240"
"1736","20.006235","192.168.2.103","34.107.172.168","TCP","326","[TCP Retransmission] 1228  >  443 [ACK] Seq=1918 Ack=220 Win=66048 Len=172"
"1845","20.149574","192.168.2.103","34.36.199.114","TCP","828","[TCP Retransmission] 1233  >  443 [PSH, ACK] Seq=1 Ack=1 Win=66304 Len=674"
