"No.","Time","Source","Destination","Protocol","Length","Info"
"4656","42.616648","142.250.191.170","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  1251 [PSH, ACK] Seq=719607 Ack=1003 Win=269056 Len=1240"
"4731","42.634275","142.250.191.170","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  1251 [ACK] Seq=763007 Ack=1003 Win=269056 Len=1240 [TCP PDU reassembled in 4775]"
"4858","42.662318","142.250.191.170","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  1251 [PSH, ACK] Seq=834927 Ack=1003 Win=269056 Len=1240 [TCP PDU reassembled in 4874]"
"4948","42.680211","142.250.191.170","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  1251 [ACK] Seq=889487 Ack=1003 Win=269056 Len=1240"
"4968","42.686483","142.250.191.170","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  1251 [ACK] Seq=899407 Ack=1003 Win=269056 Len=1240"
"5094","42.715630","142.250.191.170","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  1251 [ACK] Seq=984967 Ack=1003 Win=269056 Len=1240"
"5507","42.795277","142.250.191.170","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  1251 [ACK] Seq=1267687 Ack=1003 Win=269056 Len=1240 [TCP PDU reassembled in 5577]"
"6681","52.129403","142.250.191.170","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  1251 [PSH, ACK] Seq=1807635 Ack=1577 Win=268544 Len=1240 [TCP PDU reassembled in 6699]"
"6854","52.163938","142.250.191.170","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  1251 [ACK] Seq=1925435 Ack=1577 Win=268544 Len=1240 [TCP PDU reassembled in 6918]"
"6931","52.177311","142.250.191.170","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  1251 [PSH, ACK] Seq=1971315 Ack=1577 Win=268544 Len=1240"
